Intersection Street 1,Intersection Street 2,LATITUDE,LONGITUDE
Strachan Ave,East Liberty St,,
Harbord St,Jersey Ave,,
Lake Shore Blvd W,Strachan Ave,,
York Blvd,Keele St,,
Douglas Blvd,Lake Shore Blvd W,,
Castle Knock Rd,Roselawn Ave,,
F G Gardiner Xy E,Lake Shore Blvd W,,
Ford St,St Clair Ave W,,
Kennedy Rd,Radnor Ave,,
Bleecker St,Earl St,,
Dupont St,Perth Ave,,
Lower Ossington Ave,Ossington Ave,,
Eastern Ave,Rushbrooke Ave,,
Lake Shore Blvd W,Ellis Ave,,
Crawford St,Harbord St,,
Eglinton Ave E,Laird Dr,,
Beth Nealson Dr,Wicksteed Ave,,
Alvin Curling Cres,Goldhawk Trl,,
Sheppard Ave E,Twyn Rivers Dr,,
Atomic Ave,The Queensway,,
Sherway Gardens Rd,Sherway Dr,,
Avenue Rd,Briar Hill Ave,,
Prince Edward Dr N,Queen Marys Dr,,
Blackthorn Ave,Rogers Rd,,
Lytton Blvd,Rosewell Ave,,
Royal York S Dundas E Ramp,Royal York N Dundas W Ramp,,
Dundas St W,Scarlett Rd,,
Boulderbrook Dr,Staines Rd,,
Nugget Ave,McCowan Rd,,
Grangeway Ave,Progress Ave,,
Gerrard St E,Woodfield Rd,,
Chetta Pl,Dixon Rd,,
Fisher St,Dufferin St,,
Passmore Ave,Tapscott Rd,,
Spadina Rd,St Clair Ave W,,
Finch Ave W,Romfield Lane,,
Mack Ave,Wolcott Ave,,
Overbrook Pl,Wilmington Ave,,
Abell St,Queen St W,,
Wilson Ave,Dufferin St,,
Jarvis St,Maitland Pl,,
Leslie St,York Mills Rd,,
Eglinton Ave E,Kennedy Rd,,
Lauder Ave,Rogers Rd,,
Harbour Sq,Bay St,,
Kingston Rd,Danforth Ave,,
Gihon Spring Dr,Kidron Valley Dr,,
Queen St E,Carlaw Ave,,
Finch Ave E,Finchdene Sq,,
Aukland Rd,Subway Cres,,
Aukland Rd,Dundas St W,,
Meadow Oak Pl,Gary Dr,,
Gardiner Rd,Eglinton Ave W,,
Niagara St,Queen St W,,
Palmerston Ave,Queen St W,,
Crawford St,Queen St W,,
Arena St,Trethewey Dr,,
Richmond St W,Tecumseth St,,
Kingston Rd,Midland Ave,,
Ralph St,Rosemount Ave,,
Playter Blvd,Danforth Ave,,
Crow Trl,Dunsfold Dr,,
Indrio Rd,Verobeach Blvd,,
Fenside Dr,Lynedock Cres,,
Mariposa Ave,St Clair Ave W,,
Steeles Ave W,Norfinch Dr,,
Quebec Ave,Dundas St W,,
Ossington Ave,Bloor St W,,
Cleveland St,Davisville Ave,,
Dewbourne Ave,Glen Cedar Rd,,
Millwood Rd,Sutherland Dr,,
Bathurst St,Carpenter Rd,,
Harbord St,Bathurst St,,
St Andrew St,Kensington Ave,,
F G Gardiner Xy E,Bathurst St,,
Ontario St,Shuter St,,
Brant St,King St W,,
King St W,Bathurst St,,
Lonsdale Rd,Bathurst St,,
Canongate Trl,Ockwell Manor Dr,,
Front St E,Jarvis St,,
Bridesburg Dr,Dixon Rd,,
Victoria Park Ave,Musgrave St,,
Dupont St,Howland Ave,,
Richmond St E,George St,,
Prince Edward Dr N,Dundas St W,,
Aukland Rd,St Albans Rd,,
Elmer Ave,Queen St E,,
Benbow Rd,Winnipeg Rd,,
Finch Ave E,Liszt Gt,,
Gerrard St W,Elizabeth St,,
Gardiner E York St Ramp,Lower Simcoe St,,
Eighth St,New Toronto St,,
Bushey Ave,Weston Rd,,
S Kingsway Queensway Ramp,Gardiner Queensway W Ramp,,
Elm Ave,Maple Ave,,
Shuter St,George St,,
Bathurst St,Lawrence Ave W,,
Finch Ave W,Wilmington Ave,,
Victoria Park Ave,Farm Greenway,,
Ted Reeve Dr,Crossovers St,,
Ted Reeve Dr,Gerrard St E,,
Withrow Park Trl,Logan Ave,,
Eglinton Ave W,Duplex Ave,,
Kennedy Rd,Treverton Dr,,
Eireann Quay,Queens Quay  W,,
Sackville St,St David St,,
Ellesmere Rd,Pharmacy Ave,,
Soudan Ave,Yonge St,,
Dinnick Cres,St Edmund's Dr,,
Bathurst St,Raeburn Ave,,
Don Mills Rd,Don Valley Parkway N,,
Crestview Rd,Shields Ave,,
King St E,Parliament St,,
Victoria Park Ave,Kingston Rd,,
Ashtonbee Rd,Warden Ave,,
Front St E,Princess St,,
McRae Dr,Bessborough Dr,,
Steeles Ave W,Black Hawkway,,
Hakimi Ave,Ashtonbee Rd,,
The Chimneystack Rd,Keele St,,
Bathurst St,Saranac Blvd,,
Berkinshaw Cres,Duncairn Rd,,
Bathurst St,Dewlane Dr,,
Confederation Dr,Scarborough Golf Club Rd,,
Albion Rd,Martin Grove Rd,,
East Dr,Jane St,,
Eglinton Ave W,Jane St,,
Pine Crest Rd,Quebec Ave,,
Manning Ave,Olive Ave,,
Leslie St,Queen St E,,
Avenue Rd,Chaplin Cres,,
Spadina Ave,Spadina Rd,,
Major St,Ulster St,,
Estelle Ave,Byng Ave,,
Highway 27 N,Humber College Blvd,,
Horner Ave,Tupper Ave,,
The Esplanade,Lower Jarvis St,,
Davenport Rd,Ossington Ave,,
Lawrence Ave E,Markham Rd,,
Old Park Rd,Eglinton Ave W,,
Glencairn Ave,Dalemount Ave,,
Gilbert Ave,Rogers Rd,,
Martin Grove Rd,Nottinghill Gt,,
Wilson Ave,Jane St,,
Avenue Rd,Woburn Ave,,
Maclennan Ave,Rosedale Heights Dr,,
Davenport Rd,Lansdowne Ave,,
Rogers Rd,Weston Rd,,
Forbes Ave,Rogers Rd,,
West Highland Creek Trl,Ellesmere Rd,,
Birkdale Rd,Ellesmere Rd,,
East Highland Creek Trl,McNicoll Ave,,
Bathurst St,Reiner Rd,,
Glencairn Ave,Shermount Ave,,
Olive Ave,Doris Ave,,
Gerrard St E,Broadview Ave,,
Bedford Rd,Elgin Ave,,
Avenue Rd,St Clair Ave W,,
Bloor St E,Castle Frank Rd,,
Don Mills Rd,Overlea Blvd,,
Bulwer St,Spadina Ave,,
Jackman Ave,Hurndale Ave,,
Jutland Rd,Kipling Ave,,
Don Valley Parkway N,Dundas St E,,
Gloucester Grv,Winona Dr,,
Ames Gt,Chipstead Rd,,
Harbord St,Euclid Ave,,
Dalesford Rd,Grand Ave,,
Northfield Rd,Thornbeck Dr,,
Queen St E,Fallingbrook Rd,,
Downsview Ave,Jane St,,
Gwynne Ave,King St W,,
Carlton St,Yonge St,,
Eden Valley Dr,Russell Rd,,
Glencairn Ave,Danesbury Ave,,
Bloor St W,Windermere Ave,,
Bellhaven Rd,Fairmount Cres,,
University Ave,Elm St,,
Caledonia Rd,Orfus Rd,,
Guildwood Pkwy,Rowatson Rd,,
Dunn Ave,Queen St W,,
Gerrard St E,Rathmore Ave,,
Brimley Rd,Chartland Blvd S,,
Gerrard St E,Sumach St,,
Gardens Cres,Westview Blvd,,
Kipling Ave,Bloor St W,,
Palmerston Ave,Dundas St W,,
Jane St,St John's Rd,,
O'Connor Dr,Rivercourt Blvd,,
Bernard Ave,Madison Ave,,
Resurrection Rd,Bloor St W,,
Dupont St,Symington Ave,,
Queens Quay  W,York St,,
Glenvale Blvd,Hanna Rd,,
Ln E Weston S Nickle,Bartonville Ave E,,
Amanda Dr,Brimwood Blvd,,
Bay St,Wellesley St W,,
Sagewood Dr,Sonata Cres,,
Linnsmore Cres,Strathmore Blvd,,
Old Forest Hill Rd,Eglinton Ave W,,
Bonis Ave,Kennedy Rd,,
Dixon Rd,Kipling Ave,,
Bathurst St,Strathallan Wood,,
McNicoll Ave,Boxdene Ave,,
Dengate Rd,Gerrard St E,,
Armour Blvd,York Downs Dr,,
Humewood Dr,Vaughan Rd,,
Hagar Ave,St Clair Ave W,,
Avenue Rd,Oxton Ave,,
Victoria Park Ave,Danforth Ave,,
Oakmount Rd,Pacific Ave,,
Attwell Dr,Dixon Rd,,
Brimley Rd,Progress Ave,,
Allen X N Lawrence Ramp,Lawrence E Allen X N Ramp,,
Queen's Plate Dr,Rexdale Blvd,,
Hullmar Dr,Jane St,,
Elmsthorpe Ave,Eglinton Ave W,,
Millennium Dr,Chiswick Ave,,
Mount Pleasant Rd,Soudan Ave,,
Eglinton Ave W,Richardson Ave,,
Eglinton Ave W,Kane Ave,,
Eglinton Ave W,Glenholme Ave,,
St Clarens Ave,College St,,
Gamble Ave,Pape Ave,,
Davis Downs Pl,Morning Dew Rd,,
Glenlake Ave,Mountview Ave,,
Steeles Ave W,Dufferin St,,
F G Gardiner Xy E,Yonge St,,
Ovida Ave,Shaver Ave S,,
McRae Dr,Millwood Rd,,
Annette St,High Park Ave,,
Logan Ave,Eastern Ave,,
Chelmsford Ave,Patricia Ave,,
Caledonia Park Rd,Davenport Rd,,
Bremner Blvd,Fort York Blvd,,
Portage Ave,Queenslea Ave,,
Kenilworth Ave,Kewbeach Ave,,
Alamosa Dr,Finch Ave E,,
Brock Ave,Queen St W,,
Prescott Ave,St Clair Ave W,,
Laird Dr,Millwood Rd,,
Wilson Ave,Jethro Rd,,
Beth Nealson Dr,Thorncliffe Park Dr,,
Finch Ave W,Milvan Dr,,
Lower Don River Trl,Pottery Rd,,
Boon Ave,Rogers Rd,,
Mount Pleasant Rd,Broadway Ave,,
Garfella Dr,Lexington Ave,,
Highway 401 C E,Jane St,,
Clendenan Ave,Bloor St W,,
Kingston Rd,Cathedral Bluffs Dr,,
Cavell Ave,Royal York Rd,,
Queen St E,Scarborough Rd,,
Beardmore Cres,Foxdale Crt,,
Bell Estate Rd,Warden Ave,,
Islington Ave,Dundas St W,,
Elmhurst Dr,Harefield Dr,,
Cummer Ave,Snowcrest Ave,,
Overlea Blvd,William Morgan Dr,,
Lowther Ave,St George St,,
Milverton Blvd,Coxwell Ave,,
Maxome Ave,Northwood Dr,,
McCowan Rd,Corporate Dr,,
Corporate Dr,Consilium Pl,,
Birchmount Rd,Flintridge Rd,,
Ridley Blvd,Wilson Ave,,
Markham Rd,Progress Ave,,
Leaside Park Dr,Overlea Blvd,,
Finch Ave E,Pharmacy Ave,,
Don Mills Rd,York Mills Rd,,
Galbraith Ave,Victoria Park Ave,,
Dulverton Rd,Vauxhall Dr,,
Lawrence Ave E,Railside Rd,,
Dear Gt,Port Union Rd,,
Astley Ave,Douglas Dr,,
Ardmore Rd,Vesta Dr,,
Birchmount Rd,McGregor Rd,,
Burton Rd,Bathurst St,,
Glenlake Ave,Keele St,,
Bedford Park Ave,Jedburgh Rd,,
Charterhouse Rd,Pitfield Rd,,
Edith Dr,Orchard View Blvd,,
Downsview Ave,Highview Ave,,
Don Mills Rd,McNicoll Ave,,
Glenlake Ave,Kennedy Ave,,
Birchmount Rd,West Highland Creek,,
Beltline Trl,Bayview Ave,,
Lawrence Ave E,The Donway  W,,
Islington Ave,Humber Summit Lane,,
City Rd,Twenty Fifth St,,
Queen St W,Shaw St,,
Steeles Ave W,Hilda Ave,,
Borough Approach  E,Borough Dr,,
Dunfield Ave,Soudan Ave,,
Durant Ave,Mortimer Ave,,
Millwood Rd,Overlea Blvd,,
Augusta Ave,College St,,
Huntsmill Blvd,Longbow Sq,,
Don Mills Rd,Skymark Dr,,
Armadale Ave,Bloor St W,,
Betty Ann Dr,Christine Cres,,
Prince Edward Dr N,Prince Edward Dr S,,
Kipling Ave,Taber Rd,,
Parkview Ave,Willowdale Ave,,
Junction Rd,Keele St,,
Highway 401 C E,Weston Rd,,
Wilson Ave,Clayson Rd,,
Albion Rd,Elmhurst Dr,,
Fiesta Lane,Tanglewood Ter,,
Spadina Ave,Sussex Ave,,
Steeles Ave W,Carnival Crt,,
Guestville Ave,Lambton Ave,,
Dallas Rd,Kenton Dr,,
Hatton Crt,Riverbank Dr,,
Finch Ave W,Chesswood Dr,,
Montgomery Ave,Broadway Ave,,
Kipling Ave,The Queensway,,
Lowther Ave,Spadina Rd,,
Jackson Ave,Bloor St W,,
Parliament St,Richmond St E,,
Coronation Dr,Poplar Rd,,
Alyward St,Beechborough Ave,,
Bevdale Rd,Senlac Rd,,
Laura Rd,Sheppard Ave W,,
Lynmont Rd,Mosswood Lane,,
Algoma St,Grand Ave,,
Islington Ave,The Westway,,
Kipling Ave,St Andrews Blvd,,
Burndale Ave,Senlac Rd,,
Burnett Ave,Senlac Rd,,
Bermondsey Rd,Old Eglinton Ave,,
Dundas St E,Seaton St,,
Bywood Dr,Kipling Ave,,
Howard St,Parliament St,,
Chestnut Hills Pkwy,Finchley Rd,,
Widdicombe Hill,Kipling Ave,,
Foregate Ave,John Tabor Trl,,
Carroll St,Queen St E,,
Yonge St,Bogert Ave,,
Bridletowne Crcl,Warden Ave,,
Conlins Rd,Challenger Crt,,
Ln S Boultbee E Jones,Boultbee Ave,,
Grenoble Dr,Vendome Pl,,
York Mills Rd,York Ridge Rd,,
Market St,The Esplanade,,
East Ave,Kirkdene Dr,,
Allenby Ave,Islington Ave,,
Leslie St,Don River E Branch,,
Faversham Cres,Sigmont Rd,,
Jane St,William Cragg Dr,,
Stevenvale Dr,Van Allan Rd,,
Leslie St,Lawrence Ave E,,
Dixon Rd,McArthur St,,
Runnymede Rd,St John's Rd,,
Clansman Blvd,McNicoll Ave,,
Annette St,Keele St,,
Cordella Ave,Weston Rd,,
Dawes Rd,Dentonia Park Ave,,
Fenmar Dr,Ormont Dr,,
Dixon Rd,Martin Grove Rd,,
Lake Shore Blvd W,Lake Shore Blvd E,,
Times Rd,Whitmore Ave,,
Leslie St,Denlow Blvd,,
F G Gardiner Xy E,Cherry St,,
Humber River Recreational Trl,Weston Rd,,
Duncan Creek Trl,Leslie St,,
Dundas St W,Keele St,,
Glenmount Ave,Shelborne Ave,,
Ulster St,Euclid Ave,,
Wishaw Rd,Ww S Sugarbush E Morrish,,
Islington Ave,Brazil Gt,,
Gerrard St E,Jones Ave,,
Bayview Ave,Heathcote Ave,,
F G Gardiner Xy W,Parkside Dr,,
Front St E,Parliament St,,
Brentcliffe Rd,Divadale Dr,,
Lower Sherbourne St,The Esplanade,,
Kilbarry Rd,Oriole Pkwy,,
Pape Ave,Gerrard St E,,
O'Connor Dr,Roblin Ave,,
Finch Ave W,Driftwood Ave,,
Birchmount Rd,Vauxhall Dr,,
F G Gardiner Xy E,Gardiner E York St Ramp,,
O'Connor Dr,Coxwell Ave,,
Downsview Park Blvd,William Duncan Rd,,
Sheppard Ave E,Lapsley Rd,,
Donegall Dr,Parkhurst Blvd,,
Pape Ave,Langley Ave,,
Markham St,Queen St W,,
Lower Don River Trl,Cherry St,,
Pewter Rd,Sheppard Ave W,,
Kipling Ave,Mattice Ave,,
Senlac Rd,Sheppard Ave W,,
Yonge St,Harlandale Ave,,
Armour Blvd,Westgate Blvd,,
Blue Ridge Rd,Sheppard Ave E,,
Lynmont Rd,Turnvale Rd,,
Bayview Ave,Fife Rd,,
Don Mills Rd,Hoggs Lane,,
Yonge St N 401 C W Ramp,Highway 401 C W,,
Prust Ave,Sandford Ave,,
Hove St,Sheppard Ave W,,
Howard Moscoe Way,Steeles Ave W,,
O'Connor Dr,St Clair Ave E,,
Elmwood Ave,Willowdale Ave,,
Kingston Rd,Manderley Dr,,
Seasons Dr,Staines Rd,,
Kingsmill Rd,Bloor St W,,
Avenue Rd,Lawrence Ave W,,
Edenmills Dr,Keeler Blvd,,
Danforth Rd,Horton Blvd,,
Logie Pl,Pridham Pl,,
Bamburgh Crcl,Warden Ave,,
Norway Ave,Waverley Rd,,
F G Gardiner C E,Gardiner C E Islington N Ramp,,
Avenue Rd,Carmichael Ave,,
Finch Ave E,Birchmount Rd,,
Charles St W,Yonge St,,
Steeles Av E 404 N Ramp,Highway 404 N,,
Pottery Rd,Todmorden Mills Rd,,
Bayview Ave,York Mills Rd,,
Varna Dr,Lawrence Ave W,,
Bathurst St,York Downs Dr,,
Havelock St,Bloor St W,,
Poplar Ave,Dundas St W,,
Dufferin St,Overbrook Pl,,
Annette St,Runnymede Rd,,
F G Gardiner Xy W,Lakeshore W Gardiner,,
Flemington Rd,Ranee Ave,,
Alliance Ave,Jane St,,
Citadel Dr,Stansbury Cres,,
McCowan Rd,Triton Rd,,
Fort Dearborn Dr,Perthshire St,,
Markham Rd,Tuxedo Crt,,
Moir Ave,Vaughan Rd,,
O'Connor Dr,Binswood Ave,,
Bellefair Ave,Queen St E,,
Anglesey Blvd,The Kingsway,,
Huron St,Bloor St W,,
Melrose Ave,Bathurst St,,
Atlantic Ave,King St W,,
Beltline Trl,Frobisher Ave,,
Bartlett Ave,Dupont St,,
Goodwood Park Crt,Midburn Ave,,
Victoria Park Ave,Consumers Rd,,
Bayview Ave,Wimpole Dr,,
Bathurst St,Warwick Ave,,
Lily Cup Ave,Danforth Rd,,
Yonge St,Madawaska Ave,,
Yonge St,Poyntz Ave,,
Bethune Blvd,Hill Cres,,
Cassels Ave,Woodbine Ave,,
Marble Arch Cres,Warden Ave,,
Moore Ave,Welland Ave,,
Keele St N 401 C E Ramp,Floral Pkwy,,
Borden St,Harbord St,,
Ln S Richmond W Ontario,Ontario St,,
Keele St,Whitburn Cres,,
Pape Ave,Gertrude Pl,,
Conference Blvd,Port Union Rd,,
Morningside Ave,Cumber Ave,,
Dixon Rd,Royal York Rd,,
Gerry Fitzgerald Dr,Steeles Ave W,,
Mc Caul St,Stephanie St,,
Bathurst St,Antibes Dr,,
Bayview Ave,Cummer Ave,,
Elmbrook Cres,Eringate Dr,,
Eglinton Ave E,Redpath Ave,,
Greenwood Ave,Dundas St E,,
Finch Ave W,Jayzel Dr,,
Morningside Ave,Casebridge Crt,,
Glen Manor Dr,Queen St E,,
Lisgar St,Rusholme Rd,,
Bathurst St,Fairholme Ave,,
Brown's Line,Valermo Dr,,
Arleta Ave,Northover St,,
Bay St,Davenport Rd,,
Bloor St E,Sherbourne St,,
Bathurst St,Alexis Blvd,,
Evans Ave,Royal York Rd,,
Pape Ave,Sammon Ave,,
Kipling Ave,New Toronto St,,
Don Mills Rd,Havenbrook Blvd,,
Islington Ave,Duncanwoods Dr,,
Banbury Rd,Greengate Rd,,
Glebemount Ave,O'Connor Dr,,
Avenue Rd,St Clements Ave,,
Eglinton Ave E,Hoyle Ave,,
Lawson Rd,Irvine Rd,,
Fennell St,Sheppard Ave W,,
McCormack St,Weston Rd,,
Annette St,Westholme Ave,,
Eastern Ave,St Lawrence St,,
Albion Rd,Steinway Blvd,,
Esther Lorrie Dr,Kipling Ave,,
Strathmore Blvd,Woodbine Ave,,
McNicoll Ave,Warden Ave,,
F G Gardiner Xy E,Windermere Ave,,
Lake Shore W Gardiner E Ramp,Brookers Lane,,
Kingston Rd,Woodbine Ave,,
Eglinton Ave W,Oakwood Ave,,
Campbell Cres,Old Yonge St,,
Connaught Ave,Chelmsford Ave,,
Emily St,King St W,,
Annette St,Dupont St,,
Burnhamthorpe 427 C S Ramp,Burnhamthorpe Rd,,
Pharmacy Ave,Denton Ave,,
Redcar Ave,The East Mall,,
Sammon Ave,Coxwell Ave,,
Norman Ave,Caledonia Rd,,
Finch Ave W,Arrow Rd,,
Grandravine Dr,Jane St,,
Prince Edward Island Cres,Princes Blvd,,
Christie St,Essex St,,
Birmingham St,Twenty First St,,
Lakeshore W York St Ramp,Lakeshore W Gardiner,,
Aylesworth Ave,Midland Ave,,
Maple Leaf Dr,Keele St,,
Pape Ave,Aldwych Ave,,
Earl Haig Ave,Coxwell Ave,,
Greenwood Ave,Walpole Ave,,
Hupfield Trl,Lady Bower Cres,,
Jones Ave,Danforth Ave,,
Hilltop Rd,Wembley Rd,,
Eglinton Ave W,Menin Rd,,
Steeles Ave E,Brimley Rd,,
Grenadier Rd,Roncesvalles Ave,,
Rosebank Dr,Progress Ave,,
Lawrence Ave E,Bellamy Rd N,,
Claxton Blvd,Raglan Ave,,
F G Gardiner Xy W,Ellis Ave,,
Brigstock Rd,Kennedy Rd,,
Midland Ave,Stansbury Cres,,
Golfdown Dr,Islington Ave,,
Avenue Rd,Lonsdale Rd,,
Dorcot Ave,Midland Ave,,
Islington Ave,The Queensway,,
Gentian Dr,Renforth Dr,,
Royal York Rd,Bloor St W,,
F G Gardiner Xy W,York St,,
O'Connor Dr,Cadorna Ave,,
Katrina Crt,Upwood Ave,,
Casci Ave,Coxwell Ave,,
Culford Rd,Queen's Dr,,
Jasper Ave,Weston Rd,,
Sheppard Ave E,Commons Dr,,
Bernice Cres,Scarlett Rd,,
Greenland Rd,The Donway  E,,
Assiniboine Rd,Sentinel Rd,,
Livonia Pl,Neilson Rd,,
Bay St,Yorkville Ave,,
The East Mall,Vickson Crt,,
Harcourt Ave,Jones Ave,,
Dufferin St,Eglinton Ave W,,
Keele St,Westacres Dr,,
King St W,Wilson Park Rd,,
Bellehaven Cres,Hill Cres,,
Pape Ave,Bain Ave,,
Runnymede Rd,St Clair Ave W,,
Apex Rd,Good Shepherd Crt,,
Front St E,Wellington St E,,
Batavia Ave,St Clair Ave W,,
William R Allen Rd,Sheppard Ave W,,
Carlton St,Sherbourne St,,
Saunders Ave,Sorauren Ave,,
Qew X E West Mall Ramp,West Mall S Qew X W Ramp,,
Queen St E,Sackville St,,
Clifton Rd,St Clair Ave E,,
McNicoll Ave,La Peer Blvd,,
Navy Wharf Crt,Bremner Blvd,,
Steeles Ave E,Birchmount Rd,,
Hallam St,Ossington Ave,,
Argyle St,Ossington Ave,,
Gerrard St E,Blantyre Ave,,
Albion Rd,Riverdale Dr,,
Kingston Rd,Sandown Ave,,
Spanbridge Rd,Linkwood Lane,,
Attwell Dr,McLachlan Dr,,
Boustead Ave,Roncesvalles Ave,,
Glen Morris St,Huron St,,
Park Lawn Rd,The Queensway,,
Cherokee Blvd,Finch Ave E,,
Mortimer Ave,Pottery Rd,,
Amaron Ave,Monterrey Dr,,
Bayview Ave,Broadway Ave,,
Dali Cres,Goya Cres,,
Steeles Ave E,Middlefield Rd,,
Ridge Hill Dr,Bathurst St,,
Broadview Ave,Wolfrey Ave,,
Antrim Cres,Kennedy Rd,,
Pape Ave,Harcourt Ave,,
Redpath Ave,Soudan Ave,,
Fountainhead Rd,Sentinel Rd,,
Dunmurray Blvd,Gablehurst Cres,,
Ossington Ave,College St,,
Glen Ames,Southwood Dr,,
Finch Ave W,Kipling Ave,,
Edgemore Dr,Royal York Rd,,
Danforth Rd,Midland Ave,,
Glencairn Ave,Glen Park Ave,,
Anderson Ave,Oriole Pkwy,,
Eglinton Ave W,Weston Rd,,
Russett Ave,Bloor St W,,
Wilson Ave,Garratt Blvd,,
Blakemanor Blvd,Chestermere Blvd,,
Acacia Rd,Belsize Dr,,
Dufferin St,St Clair Ave W,,
Roncesvalles Ave,Garden Ave,,
Yonge St,Heath St W,,
Eastern Ave Diversion,Adelaide St E,,
Victoria Park Ave,York Mills Rd,,
Aitken Pl,Scadding Ave,,
Albion Rd,Bankfield Dr,,
The Queensway,Zorra St,,
Northdale Blvd,Northline Rd,,
Plains Rd,Coxwell Ave,,
Steeles Ave W,Carpenter Rd,,
The East Mall,Valhalla Inn Rd,,
Barton Ave,Christie St,,
Woodbine Ave,Cosburn Ave,,
O'Connor Dr,Curity Ave,,
Old Stock Yards Rd,West Toronto St,,
Gledhill Ave,Patricia Dr,,
Brahms Ave,Rameau Dr,,
Martin Grove Rd,Eglinton Ave W,,
Eglinton Ave E,Leslie St,,
Jones Ave,Ravina Cres,,
Gosford Blvd,Hullmar Dr,,
Nelson St,Bellamy Rd N,,
Caledonia Rd,Castlefield Ave,,
Jarvis St,Wellesley St E,,
Harbord St,Huron St,,
Lawrence Ave W,Black Creek Dr,,
Chestnut Hills Cres,Dundas St W,,
Henley Cres,Kipling Ave,,
Aylesworth Ave,Pinegrove Ave,,
Ellesmere Rd,Calthorpe Ave,,
Brock Ave,Dundas St W,,
Bathurst St,St Clair Ave W,,
Finch Ave W,Elmview Ave,,
Brucewood Cres,Glenmount Ave,,
Thoroughbred Cres,Hullrick Dr,,
Rosemary Lane,Rosemary Rd,,
Bruce Park Ave,Roehampton Ave,,
Lake Shore Blvd E,Lower Sherbourne St,,
Fairlawn Ave,Yonge St,,
Golfdale Rd,Yonge St,,
Burbank Dr,Whittaker Cres,,
Carlton St,Church St,,
Birchmount Rd,Comstock Rd,,
Eglinton Ave W,Harvie Ave,,
Metropolitan Rd,Warden Ave,,
Highway 401 C E,Bathurst St,,
Danforth Rd,Savarin St,,
Kipling Ave,Kipling Ave Bicycle Trl,,
Lambertlodge Ave,Melita Cres,,
West Toronto Rail Path Trl,Perth Ave,,
Lansdowne Ave,Bloor St W,,
Christie St,Davenport Rd,,
The Queensway,Colborne Lodge Dr,,
Bathurst St,Ranee Ave,,
Ferris Rd,Glenburn Ave,,
Kenneth Ave,Spring Garden Ave,,
Midland Ave,Montgomery Ave,,
Eglinton Ave W,Times Rd,,
Lawrence Ave E,Brian Cliff Dr,,
Dormington Dr,Ellesmere Rd,,
Godstone Rd,Kempsell Cres,,
Cedar Dr,Dunelm St,,
Ellesmere Rd,Meadowvale Rd,,
West Toronto Rail Path Trl,Sterling Rd,,
Ellesmere Rd,Gladys Rd,,
Queen St W,Sorauren Ave,,
Grenadier Rd,Sorauren Ave,,
Highway 401 C E,Warden Ave,,
Brimwood Blvd,Delburn Dr,,
St Germain Ave,Yonge St,,
Beecroft Rd,North York Blvd,,
Bathurst St,Wembley Rd,,
Brookmere Rd,Kipling Ave,,
Ln E Grace S Jersey,Jersey Ave,,
3752 Kingston Rd,Scarborough Golf Club Rd,,
Evans Ave,The East Mall,,
Lake Shore Blvd W,Norris Cres,,
Lake Shore Blvd W,Thirty Third St,,
Moore Ave,Mount Pleasant Rd,,
Bayview Ave,The Bridle Path,,
Floyd Ave,Pape Ave,,
Caledonia Rd,Eglinton Ave W,,
Ln W Oakwood S Regal,Regal Rd,,
Don Valley Parkway N,F G Gardiner Xy W,,
F G Gardiner C W,Islington Ave,,
Jane St,Weston Rd,,
Arrow Rd,Sheppard Ave W,,
Mount Pleasant Rd,South Dr,,
Queen St E,Broadview Ave,,
Glen Rd,Maple Ave,,
Martin Grove Rd,Silverstone Dr,,
Comstock Rd,Manville Rd,,
Lake Shore Blvd W,Colborne Lodge Dr,,
Adelaide St W,York St,,
Ewart Ave,Kane Ave,,
King St W,University Ave,,
Hilda Ave,Newtonbrook Blvd,,
Flagler St,Sackville Pl,,
Bowman St,Carlton St,,
North Queen St,The Queensway,,
Elder Ave,Thirtieth St,,
Dixon Rd,Islington Ave,,
Eglinton Ave E,Don River E Branch,,
Donald Ave,Keele St,,
Clinton St,Gore St,,
Inglewood Dr,Mount Pleasant Rd,,
Kingston Rd,Scarborough Golf Club Rd,,
Rosemount Ave,John St,,
Delroy Dr,Holbrooke Ave,,
Highway 401 C E,Birchmount Rd,,
Conacher Dr,Ruth Ave,,
Dundas St E,Regent St,,
Kennedy Rd,Passmore Ave,,
Northover St,Pecan Crt,,
Clouston Ave,Weston Rd,,
Nairn Ave,Rogers Rd,,
Finch E 404 N Ramp,404 N Finch Ramp,,
Green Lanes,Bloor St W,,
Roehampton Ave,Walder Ave,,
Shuter St,Sumach St,,
Ava Cres,Vesta Dr,,
Ava Cres,Ava Rd,,
Weston Rd,Seneca Ave,,
Foch Ave,Jellicoe Ave,,
Bellman Ave,Valermo Dr,,
The Queensway,Windermere Ave,,
Denison Ave,Dundas St W,,
Kingston Rd,Sheppard Ave E,,
Corvette Ave,Laurel Ave,,
Bainbridge Ave,Faywood Blvd,,
Achtman Lane,Shaw St,,
Edenbridge Dr,Scarlett Rd,,
Maple Ave,Dale Ave,,
Kingston Rd,Guildcrest Dr,,
Conacher Dr,Steeles Ave E,,
Windermere Ave,Morningside Ave,,
Don Mills Rd,Barber Greene Rd,,
Jane St,Lambton Ave,,
Castle Knock Rd,Crestview Rd,,
Heath St E,Rose Park Cres,,
Anewen Dr,Sweeney Dr,,
